filepath,cluster,weak_label,distance
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8a3db00b-8e54-41d5-8e58-d4c709f586bf.jpg,0,1,16.83407
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8a856625-e977-47a7-bcb8-c6a5cf409c26.jpg,0,1,20.006195
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8ad33b63-716b-44fd-b0d4-6024718a408f.jpg,1,0,20.967878
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8adca915-7158-4d8e-8263-8d9cda2a5668.jpg,0,1,18.912642
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8b22e623-fe9a-48de-a8a9-326baf91af63.jpg,1,0,27.104637
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8b3d8a6a-0421-4824-ae1e-1f1d407fa5bc.jpg,0,1,22.160872
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8b53b691-5bff-4dc5-8257-1116fac1509a.jpg,1,0,22.174023
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8b9372c0-1cc2-4d55-b4cd-53cc82184050.jpg,0,1,20.85016
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8bcb5cdf-2ef4-4b5a-8db2-4c9d3f851d41.jpg,0,1,20.291164
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8c26875f-0282-44f9-9cc0-b8a7a9679098.jpg,0,1,21.33401
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8c3b108d-9340-4274-b434-9c5346580098.jpg,1,0,20.142212
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8c4761d3-28d0-483c-8d75-7e4facf21fbb.jpg,1,0,19.026354
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8cd4ed59-139f-4290-8455-05132107b115.jpg,1,0,20.504854
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8ceee2ff-68af-493a-b3cc-d92c0f718a93.jpg,0,1,27.337938
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8d64b9fd-9f65-4814-aa6e-e94a7c47550b.jpg,1,0,17.497026
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8d700c36-24aa-4b10-9f65-c988ad4cb3ab.jpg,1,0,19.46548
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8d77b9ed-0a15-4521-84a1-088073e8ac47.jpg,1,0,25.700659
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8d91658e-94c3-441d-a344-4b8be9885e74.jpg,0,1,19.351862
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8e081513-46fe-441d-b4a0-54d770656a08.jpg,0,1,20.961327
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\8e4d9f11-5d50-4942-98f8-50458fd0974c.jpg,1,0,22.918045
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\920dfb02-bc48-41fd-8b13-cca63c4f7f89.jpg,0,1,24.080355
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\92100fd8-bdbd-49a3-bf65-3f66201a4f35.jpg,0,1,19.201132
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\927db685-b584-4440-b776-5be4edc3ce47.jpg,1,0,25.035273
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\92f7087b-c5ca-46f8-9f12-72ae7b6a438c.jpg,0,1,20.2518
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\931694a6-44e0-4a93-97c1-7f3d00e7e3c9.jpg,1,0,22.053207
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9382e987-3df2-465a-8486-e696e4eeabfe.jpg,1,0,19.577162
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\94585a90-5f11-47ea-9561-450208426722.jpg,1,0,27.9177
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9529bbba-150f-43eb-b28a-e80894439090.jpg,1,0,17.055975
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\95ac01c6-796a-4d8b-aef7-ffd7183d08da.jpg,0,1,14.4672365
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\95f9cab6-25fa-4b75-a824-d41b9e13bd61.jpg,0,1,10.070642
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\96dbf0e7-2219-4a39-b4f0-c6b8eab1f833.jpg,1,0,21.030645
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\974065d8-2b2e-40f2-ad74-be186b798088.jpg,1,0,24.225126
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\978715e7-db82-4910-a952-40498744ae1e.jpg,1,0,19.769299
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9910a342-b82a-40e3-af17-13e22971b18f.jpg,1,0,21.637108
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\995e501d-00d3-4117-878f-457172204953.jpg,0,1,17.372185
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\99d4192d-8f01-4d1c-8447-1e848d1322c0.jpg,0,1,25.724855
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9a5228be-dc9f-4d66-94df-38681337375a.jpg,0,1,18.203346
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9af38262-36c2-4165-9e5b-bb44e762db16.jpg,0,1,14.060809
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9b04b6c2-79c4-4837-9199-8b4104224743.jpg,0,1,23.402348
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9b2736c3-5b1b-45fd-ba9b-b1b64228e999.jpg,1,0,13.156717
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9c36dc3a-874d-4f12-957a-c5733f3ff4da.jpg,1,0,19.698214
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9d34d3c6-d14d-4c5d-b2dd-6798af15e3a1.jpg,0,1,21.97164
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9d438e7a-cc56-4688-995a-9af082b8ee1f.jpg,1,0,18.850569
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9e3c9103-8fa7-4fa6-b253-30babf2718fc.jpg,1,0,21.957176
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9e6efb0c-a87a-4c26-bcc0-263957bee67b.jpg,1,0,23.814623
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9e990790-ab7d-449a-ac2d-8419f925614e.jpg,1,0,15.142013
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9ebd9970-4cda-4cb9-8f08-b234eba80e5a.jpg,0,1,17.85158
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9ef2b84b-cee8-4b4d-9431-ad40d062cb47.jpg,0,1,19.9546
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9f4332e0-5d98-4ce4-8ce5-c713eacc0081.jpg,0,1,22.230051
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\9f94cc07-eb10-48d4-aebe-c88327765a74.jpg,1,0,24.777567
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a0982775-75fb-4f4a-b955-530a0d59ad61.jpg,1,0,17.20151
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a09d7bd5-2c8f-4138-80c0-de1a7f2cd360.jpg,0,1,20.58431
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a152b48e-a831-4ff4-8868-3d870eba4a7f.jpg,1,0,23.731506
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a1841a10-a43f-45b8-8f43-4acc3d2f1f4e.jpg,1,0,22.3062
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a24e6a4f-5dca-498f-9329-1e6cfe84b131.jpg,1,0,23.702211
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a255736e-214b-4b79-8de1-b41896126278.jpg,1,0,18.397194
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a2662c2f-32e2-490d-aece-f0aab3577c95.jpg,1,0,18.083054
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a32947a4-5d48-47b3-ac14-29dc8810e9c0.jpg,1,0,26.024242
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a3625935-0405-40a2-b406-1c412fffc7f3.jpg,1,0,27.885284
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a399a471-fd58-48b0-82a3-5eed99068570.jpg,1,0,22.22253
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a3c09133-febe-4e86-9436-2b892f3a0387.jpg,0,1,17.141514
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a3e38644-10d6-43b0-bac5-1847580bc89d.jpg,1,0,28.28832
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a440576d-e956-4701-934a-b3cf8dc4321d.jpg,0,1,10.821946
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a486acab-bb88-45d9-bba8-632008060dc2.jpg,0,1,13.7449255
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a4db8e48-b4c2-4c58-b51d-c4c9f27db258.jpg,0,1,15.942409
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a5061d81-4ac1-45f2-a3cf-f4450339a17f.jpg,1,0,28.492214
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a506ca92-55af-4bb7-a08e-0680c32a0204.jpg,1,0,25.451601
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a51d702b-501d-4cbb-823d-11ece157fe4f.jpg,1,0,17.95409
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a526c83b-fb91-497a-aded-94e0c8f5a352.jpg,1,0,17.954567
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a694549b-164f-4ab6-8c6e-821661302d50.jpg,1,0,25.11261
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a6e0f28f-6638-4af9-bd2e-2dc8816a7971.jpg,1,0,21.429909
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a6eea4e7-5d58-4dc5-9454-db31b2abac4f.jpg,1,0,26.697588
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a7229906-e5cd-4ae0-9762-f12dbf1a65c7.jpg,1,0,23.19981
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a74cd797-2401-44e9-b29b-e3e125c8e148.jpg,1,0,22.74244
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a766a6c1-a58d-4e3e-a88d-dacbbb7fe49f.jpg,1,0,31.425453
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a77a60c2-a281-456a-9cbc-abff11eb4ecd.jpg,0,1,17.91244
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a8e2d57e-39b3-495c-a585-b2d2d14e0cf3.jpg,1,0,24.263124
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a8e8e276-1bae-4b51-9301-2dda6e7e8b32.jpg,1,0,20.132458
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a941b1d0-6a6c-4957-843e-2cc48011a512.jpg,1,0,22.618086
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a94640dc-32e9-4842-ae35-28769b867234.jpg,1,0,27.816954
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\a99cffba-c2d8-422b-9ef7-87390609ce8f.jpg,1,0,17.428461
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aa3b5558-4655-4cc2-a6f1-b7a1183202ec.jpg,1,0,28.979748
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aa461b31-5cc7-4dbf-9519-24197370f2b2.jpg,1,0,24.18284
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aa5fc6b7-117f-4ee3-a003-5cf4fe092ae8.jpg,1,0,20.633701
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aa6a9740-d0df-4132-bd1d-083f5d354ca9.jpg,1,0,21.821707
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aa6adb98-0db9-490e-8c82-f8f1542ad0f3.jpg,0,1,12.999516
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ab0e7755-33af-44b9-81bd-bc82b31aee1e.jpg,0,1,17.389185
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ab397471-9613-408a-8b46-eddde6dcb5d5.jpg,0,1,17.16516
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ababc0c0-83f6-4a4a-93c6-ecc9600659f8.jpg,1,0,18.339804
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ac2dfb66-a006-4e9a-a0c9-3a126d7278c4.jpg,1,0,16.710655
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\acad871f-9572-4f2f-b29a-eed3823f2290.jpg,1,0,25.129452
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\acb02192-02e1-437d-8c18-caee543a6a91.jpg,1,0,21.37578
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ad54994e-ddfd-42b0-8bc1-421cf121ecfa.jpg,1,0,17.863203
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ade0e9eb-189d-4e9e-8f8a-93f142c99e70.jpg,0,1,18.089294
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\adf753d3-b12a-4ab5-9c8a-732f31df7bd2.jpg,1,0,18.755146
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ae368c7a-7dda-438c-ba8e-95be6df4180c.jpg,0,1,19.323627
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ae433b5a-7fe2-4c2e-9e5a-d0c3968b6f93.jpg,0,1,15.773324
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ae976992-00db-4566-8edd-e0813aecbdbf.jpg,1,0,14.524969
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aead6025-7446-4bca-b635-12e9ad466fe3.jpg,1,0,18.193369
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aec1ce1c-8e2a-4fec-bb80-60206e2773f4.jpg,1,0,17.803568
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aed79224-2956-4bb5-9cfe-ba66a0cc2fa3.jpg,1,0,16.606598
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aed7d082-bf4a-4f7b-bcac-437cb3453640.jpg,1,0,19.28213
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\afae92bf-17c8-4ffa-ab32-3fb29c79a586.jpg,0,1,28.106636
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\aff26bce-b891-41bc-9ee6-b296d8b76f59.jpg,1,0,16.697891
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b0336c35-ecf3-4300-942e-4046e651403a.jpg,1,0,28.027327
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b0919a76-d100-43a1-a5f6-1cd2400909b7.jpg,1,0,22.688478
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b0e5ad1b-ffbc-4ca3-8fc0-a9c3f2843024.jpg,1,0,33.96539
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b0f30a6c-a9d6-4918-8b79-d824fd5c5156.jpg,1,0,30.291279
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b16fb117-880f-4bf2-844c-8fca10f6a8ba.jpg,1,0,16.821966
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b1822f99-76ad-446d-a591-8fcd1ee03b4d.jpg,0,1,17.360613
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b378a02d-501a-4a6c-b7a8-db752f862f42.jpg,0,1,19.033934
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b37f5017-ab4a-4ef4-bf96-e71749d6fd69.jpg,1,0,28.791548
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b3cc2a2a-c893-4007-8923-cf388e074e98.jpg,1,0,24.47371
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b3d19755-4df5-4a8a-9206-92f244ea82bc.jpg,1,0,21.267656
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b3d87e60-cc73-4d1f-93b3-dee5658080d2.jpg,1,0,21.932608
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b439fafb-e052-46ed-a016-7ff5d1807c21.jpg,1,0,25.063633
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b46cabf0-ee01-4350-a395-b6f3f7965550.jpg,1,0,24.653177
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b5a05df2-50ea-435b-8946-f4ba1bb1d9ac.jpg,1,0,16.05415
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b5b311b5-9264-4d34-a9a5-8952ecf727cb.jpg,1,0,20.488214
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b5e72ee8-c802-43d8-b9ec-8e42629a608e.jpg,1,0,22.470943
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b6261bb8-2308-4f80-8535-0f42397c3231.jpg,1,0,24.488869
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b653d469-6c8e-4ff9-b584-f0bb3c6de2f7.jpg,0,1,19.595266
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b65c7ebe-aac9-414e-a9d3-b8205d5d5a23.jpg,1,0,39.804363
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b6a367ea-90ef-4608-8cc4-25d6480f2316.jpg,1,0,13.725299
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b791695b-ae90-4bf2-a21f-49f50473d757.jpg,0,1,16.557251
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b84b03dd-e7ef-4279-b16e-8d15ed3dcf8d.jpg,1,0,19.024782
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b86b9957-2c27-46b3-a81d-67a7d0dca889.jpg,1,0,26.135187
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b8b5d78a-1554-4094-bbdb-437564558675.jpg,1,0,25.518612
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b96121d1-be2e-41ab-a5d1-807f1f07d643.jpg,0,1,16.18986
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b9929535-b604-4eab-9d1b-aa8fd00a5199.jpg,1,0,13.768256
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b9a10b26-a2f4-409c-86af-7a8e32034822.jpg,1,0,26.29663
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b9c3a1cf-596c-48f5-93a2-6b3df977067d.jpg,1,0,34.9955
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\b9faf187-8ece-46cc-bcfb-3f6177cf5c74.jpg,1,0,31.521042
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\ba976fd5-3416-4147-908c-1eb3c89a9712.jpg,1,0,28.17174
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bb2e08a6-de1e-4098-898d-09bc50cfb2d6.jpg,0,1,19.132029
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bb7be2dc-ad86-4c83-8350-c711317d5fb0.jpg,0,1,14.336442
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bb813aae-eb3f-402f-87ef-4f788ccf542b.jpg,0,1,18.022985
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bbd58dd2-cbac-4bde-8237-53318d52c369.jpg,1,0,30.522934
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bc0d40fa-a3fa-441b-bc86-b54ce94e2d7a.jpg,1,0,21.675104
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bc95a8de-6cba-4948-8a6b-0a0f42e570aa.jpg,1,0,21.082012
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bce45fb4-a4e3-46ad-bd02-a111ef092889.jpg,1,0,23.017319
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bd43b263-5430-4c50-b685-afbed1f0a870.jpg,0,1,20.836563
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bd836b2d-0574-4551-b877-48dcb309d12b.jpg,0,1,12.904983
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bd90cca9-a572-4464-b6fd-edb2af3e9a15.jpg,0,1,26.828123
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bdb59569-ecb6-4ea4-8b48-7bbe75775ca4.jpg,1,0,16.555128
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\be331e19-085b-4197-95a8-8c148c815334.jpg,0,1,14.993768
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\be37b806-f9a2-4949-a245-a2d6782f2e29.jpg,1,0,21.800817
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\be754d13-4280-4fde-a6f1-cd8b899bd71a.jpg,1,0,27.477665
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\beab9b35-c1b2-4ad0-90f5-41c773f135ff.jpg,1,0,16.86782
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\beee84d9-4e44-430a-aaf0-4e54b2bed5e5.jpg,1,0,26.647236
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bef3673e-fe67-4c99-b706-8b9cd3b5e6c6.jpg,0,1,19.093117
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bfb57862-59ff-4192-9b27-cb09620612b4.jpg,1,0,20.389917
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bfbbb8e6-e856-4b37-a623-adc115a549d7.jpg,1,0,17.52791
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\bfe2c7a0-03d8-4981-ae18-b7ee0130bc11.jpg,1,0,22.727882
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c03777e7-cd5b-4678-b23c-c23bda2cb73d.jpg,1,0,20.867727
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c1031cf0-6eb2-4413-ae12-cc281fb560c5.jpg,1,0,19.986465
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c268e736-3706-4f9d-9da5-d5a089549c05.jpg,1,0,23.491077
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c26a9f25-f9a6-49d3-b090-cb5b04287bc0.jpg,1,0,28.417658
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c2a80dba-936c-4924-9f26-6de0e9aa082f.jpg,1,0,25.870312
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c2a831ad-4d6e-45ec-a308-d873662a9fff.jpg,1,0,30.727457
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c3305fd4-95c1-4761-bd6c-f8969a1f631e.jpg,1,0,22.454071
\Users\emman\Formation\P7 SSL\mri_dataset_brain_cancer_oc\sans_label\Unsorted\c3548ce6-14fd-4747-99d2-a498ec2a89dc.jpg,1,0,28.826012
